,title,type,source,text,added_date
236,Cisco CFO: Fears of the Federal Reserve not a factor in $28 billion deal for Splunk,Business,Yahoo Finance,Cisco is pulling the trigger on a huge deal. It's not worried about the Fed.,2023-09-21 17:34:35.770372
237,Home sales fell again in August as homebuyers grapple with rising mortgage rates and prices,Business,AP Finance,"Sales of previously occupied U.S. homes fell for the third month in a row in August, as higher mortgage rates, rising prices and a dearth of properties on the market discouraged many would-be homebuyers.  Existing home sales fell 0.7% last month from July to a seasonally adjusted annual rate of 4.04 million, the National Association of Realtors said Thursday.  Sales slumped 15.3% compared with the same month last year.",2023-09-21 17:34:36.610544
238,"Media mogul Rupert Murdoch steps down as chairman of Fox, News Corp",Business,Reuters,"His son, Lachlan Murdoch, will become the chairman of News Corp and continue as the chair and CEO of Fox, the companies said on Thursday.  The transition cements Lachlan's role as the leader of the media empire, putting to rest questions of succession within the Murdoch family.",2023-09-21 17:41:24.575336
239,Sigma Lithium signs supply deal with Glencore,Business,Reuters,"Miner Sigma Lithium said on Thursday it would supply more than 20,000 tonnes of the mineral to commodity trader Glencore amid rising demand for the key element used in electric vehicle batteries.  The Vancouver-based miner said it would ship the 22,500 tonnes of lithium to Glencore from the Vitoria port in Brazil this week as part of a collaboration with the Swiss firm.  Sigma, which is exploring strategic alternatives including a potential sale of the company, said it would receive half of the prepayment in advance of shipment at a 9% premium to the average price of the metal in China, Japan and South Korea.",2023-09-21 17:43:46.123719
240,CANADA STOCKS-TSX hits 3-week low as hawkish Fed stance hurts commodity stocks,Business,Reuters,"Canada's main stock index hit over three-week lows on Thursday as commodity stocks tracked a decline in the prices of oil and most metals after the U.S. Federal Reserve hardened its hawkish stance.  At 10:25 a.m. ET (1425 GMT), the Toronto Stock Exchange's S&P/TSX composite index was down 144.3 points, or 0.71%, at 20,070.39.  The Canadian dollar weakened against the greenback on Thursday while yields on benchmark government bond climbed.",2023-09-21 17:50:29.784600
241,US natgas prices little changed ahead of storage report,Business,Reuters,"The U.S. National Hurricane Center projected there was a 40% chance that a tropical cyclone could develop off Georgia and the Carolinas on the U.S. East Coast during the next week and a 70% chance that a cyclone could develop in the Central Atlantic between the Cape Verde islands and the Caribbean Sea.  SUPPLY AND DEMAND  Financial firm LSEG said average gas output in the lower 48 U.S. states has eased to 102.1 billion cubic feet per day (bcfd) so far in September, down from a record 102.3 bcfd in August.  On a daily basis, however, output over the past four days was on track to drop by around 2.1 bcfd to a preliminary 10-week low of 100.6 bcfd on Thursday.",2023-09-21 17:50:30.545929
242,Side hustles take center stage in paying bills for Hollywood workers on strike,Business,AP Finance,"Lighting for the entertainment industry is Ryan Meyer's lifeblood.  Before the Hollywood strikes, he worked 40 hours a week or more as a gaffer or director of photography.  Most of that is gone, for now, dried up in the contract disputes that have led to months of picket lines by writers and actors.",2023-09-21 17:52:31.906678
243,"UAW strike: Friday deadline looms as GM, Stellantis lay off workers",Business,Yahoo Finance,"GM and Stellantis are laying off workers, as Stellantis passes on a new offer to the UAW, while another deadline looms tomorrow for Big Three and the UAW to strike a deal.",2023-09-21 17:59:10.905661
244,Factbox-Rupert Murdoch: the billionaire mogul at the helm of a global media empire,World,Reuters,"The son of a famous war correspondent in Australia, Rupert Murdoch took over his father's newspaper business in the early 1950s and set about turning it into a global media empire.  Murdoch's first brush with journalism was at college.  Murdoch and former San Francisco police chaplain Ann Lesley Smith called off their engagement in April.",2023-09-21 18:01:15.793348
245,"KB Home, Marvell chips, CrowdStrike: Top Stocks",Business,Yahoo Finance Video,"Stocks are trading lower the morning after the Federal Reserve’s decision to hold rates steady at its September meeting. KB Home (KBH) shares dip in the early trading session despite the company’s third-quarter earnings beating estimates and raising its full-year outlook.  Marvell Technology (MRVL) shares are trading slightly higher amid reports that the company could replace Broadcom (AVGO) as Google’s (GOOG, GOOGL) key AI chip supplier. CrowdStrike (CRWD) shares are trading in the green after the company announced it is raising its subscription gross margins target while increasing its operating margin target. Yahoo Finance’s Brad Smith and Seana Smith take a look at some of the trending stocks of the day. For more expert insight and the latest market action, click here to watch this full episode of Yahoo Finance Live.",2023-09-21 18:07:52.706573
246,"UPDATE 1-Ryanair cuts routes from Dublin home base, says more incentives needed",World,Reuters,"Ryanair said on Thursday it will cut 17 routes from its winter schedule at its home base in Dublin and allocate 19 new Boeing 737 MAX planes to other European airports that offer incentives to fly quieter, lower CO2 emission aircraft.  Ryanair plans to move some of the new MAX aircraft, which Boeing says use 15-20% less fuel and emit 40% less noise, to airports in Spain and Italy, as well as Britain's Luton Airport, Ryanair executive Eddie Wilson told a news conference.",2023-09-21 18:12:09.705574
247,"GLOBAL MARKETS-Stocks fall, yields rise as central banks rattle markets",Business,Reuters,"World stocks fell for a fifth straight session and the dollar hit its strongest since March on Thursday as Treasury yields rose to levels last seen before the Great Financial Crisis after the U.S. Federal Reserve warned rates will stay higher for longer.  The Fed on Wednesday kept its key lending rate steady, as expected, but indicated another hike is possible as it and other central banks tighten policy to tame inflation.  The British pound and the Swiss franc tumbled after the Bank of England and Swiss National Bank refrained from raising rates, both surprise moves, but the central banks of Norway and Sweden each hiked by a quarter percentage point as expected.",2023-09-21 18:16:30.921886
248,WWE's 'Smackdown' moving from Fox to USA Network in new rights deal with NBCUniversal,Business,AP Finance,"WWE's popular television show, ""Friday Night Smackdown,"" will be moving from Fox to USA Network next year under a new five-year domestic media rights partnership with NBCUniversal.  “Smackdown,” a weekly two-hour live program that features wrestlers such as Roman Reigns, Charlotte Flair, Rey Mysterio and Bianca Belair, regularly performs strongly in the key 18-49 demographic.  It's also experienced strong ratings of late with regular appearances by John Cena and an unadvertised appearance by Dwayne “The Rock” Johnson.",2023-09-21 18:16:31.758798
249,"UPDATE 1-UAE mulls export controls on items sanctioned by US, EU - Bloomberg",World,Reuters,"The United Arab Emirates is considering introducing export licenses for a list of items including chips and other components sanctioned by the U.S. and European Union and used by Russia's military in Ukraine, Bloomberg News reported on Thursday, citing people familiar with the matter.  Dubai remains a key trans-shipment point for components supporting Moscow's war effort, a concern raised by sanctions envoys from the US, UK and EU visiting the UAE earlier this month, Bloomberg said.  The UAE has a legal Export Control framework in place and is continuously monitoring the export of dual-use products, a UAE official said in an emailed statement to Reuters.",2023-09-21 18:22:59.731465
250,"Microsoft debuts AI-powered Copilot platform, new Surface hardware",Technology,Yahoo Finance,Microsoft debuted its AI-powered Copilot platform and new Surface hardware during an event in New York on Thursday.,2023-09-21 18:25:25.751513
251,"EMERGING MARKETS-Fed rate jitters spark rout in Latam FX, Brazil's real drops after second rate cut",Business,Reuters,"*  Brazil's real down as Copom slashes interest rates by 50 bps  *  Brazil's federal tax revenue down in August  *  Mexico July retail sales rise more-than-expected  *  Latam currencies down 1.2%, stocks down 2.5%  By Johann M  Cherian and Amruta Khandekar  Sept 21 (Reuters) - The Brazilian real fell to a one-week low on Thursday after a local interest rate cut, while other Latin American currencies also took a beating amid a risk-off mood sparked by the Federal Reserve's hawkish monetary policy stance.  Brazil's real dropped 0.7% by 1500 GMT, extending losses to the third session, a day after the central bank cut its benchmark Selic rate by an expected 50 basis points to 12.75% and flagged further cuts of the same magnitude ahead.",2023-09-21 18:27:32.416345
252,A growing number of Wall Street analysts think oil could hit $100 a barrel,Business,Yahoo Finance,Goldman Sachs is the latest Wall Street firm to lift its oil forecast amid tight supply.,2023-09-21 18:38:18.276507
253,Why the Fed may not be worried about high oil prices yet,Business,Yahoo Finance Video,"The Federal Reserve announced it will keep rates steady, with a possibility for another rate hike down the road. With gas prices rising, student loan repayments resuming, workers' strikes, and a potential government shutdown, there's a lot of uncertainties for investors to consider. Another one of them is what the Fed will do at their November meeting. Peter Tchir, Head of Macro Strategy for Academy Securities and Yung-Yu Ma, U.S. Chief Investment Officer of BMO Wealth Management, join Yahoo Finance to discuss their predictions for the Fed's next move and how markets are reacting to all the latest financial headwinds. When asked about the central bank's options going forward, Ma explains that the Fed will have to pay attention to these headwinds saying ""its definitely still data dependent whether or not the Fed raises rates again...cutting rates is far out prospect at this point."" Tchir says when it comes to higher oil prices, he thinks the Fed will be ""reluctant"" to try to deal with them through monetary policy, adding that prices may have to be higher until January or February for the Fed to become concerned. For more expert insight and the latest market action, click here to watch this full episode of Yahoo Finance Live.",2023-09-21 18:38:19.229030
254,U.S. stock prices near level for 'mechanical selling' - Nomura's McElligott,Business,Reuters,"The latest leg lower in U.S. stock prices has put them in a danger zone that could trigger so-called ""mechanical selling"" pressure and accelerate a downside move, according to Nomura strategist Charlie McElligott.  U.S. equities tumbled on Thursday, as surging Treasury yields pressured growth stocks a day after the Federal Reserve signaled another rate hike coming this year and stiffened its hawkish stance.  On Wednesday, the S&P 500 dropped to 4,401.38, near a a four-week low, putting the index on the verge of setting off a deluge of ""mechanical selling"", or stock selling by options dealers and certain trend-following investors, including commodity trading advisors (CTAs), Nomura’s McElligott said.",2023-09-21 18:45:13.496095
255,"FOREX-Dollar edges up vs pound, euro on Fed support; yen stronger",Business,Reuters,"The U.S. dollar edged higher against the pound and the euro on Thursday, a day after the Federal Reserve held interest rates steady but stiffened its hawkish stance with a further rate increase projected by the end of the year.  The pound and Swiss franc tumbled on Thursday after the British and Swiss central banks kept rates unchanged, while the Japanese yen strengthened against the greenback before Friday's Bank of Japan policy announcement.  The Fed held interest rates steady at the 5.25%-5.50% range, in line with market expectations on Wednesday, but it signalled that its officials increasingly believe hawkish policy can succeed in lowering inflation without wrecking the economy or leading to large job losses.",2023-09-21 18:51:40.551615
256,"WRAPUP 2-Global central banks unite in ""higher for longer"" credo",Business,Reuters,"Central banks for the world's biggest economies have served notice that they will keep interest rates as high as needed to tame inflation, even as two years of unprecedented global policy tightening reaches a peak.  The so-called ""higher for longer"" mantra is now the official stance of the U.S. Federal Reserve, European Central Bank and the Bank of England, as well as being echoed by monetary policy-makers from Oslo to Tapei.",2023-09-21 18:56:16.257288
257,And end in sight? Striking writers and Hollywood studios resume negotiations for second day,Business,AP Finance,"Hollywood studios and striking screenwriters are resuming negotiations for the second consecutive day Thursday.  The talks could potentially put an end to the nearly five-month dispute that has brought many film and television productions to a halt.  In a rare joint statement issued Wednesday night, the Alliance of Motion Picture and Television Producers, which represents the industry’s studios, streaming services and production companies in union negotiations, and the Writers Guild of America, said that they’d met for bargaining Wednesday and would continue Thursday.",2023-09-21 19:00:33.267469
258,"UAW, Big 3 make no progress in negotiations: Could strikes expand?",Business,Yahoo Finance Video,"Auto workers are on the sixth day of their strike against the Big Three automakers: Ford (F), General Motors (GM), and Stellantis (STLA). As of now, there has been no notable progress in negotiations spearheaded by the United Auto Workers (UAW) union, with plans to extend the strike to additional plants if a labor contract agreement is not reached by tomorrow — Friday, September 22. Yahoo Finance Live's Seana Smith and Brad Smith sit down with The Nation Correspondent John Nicholas to discuss the UAW's demands, concerns surrounding workers' job security, and the strike's potential expansion. ""The union has been flexible on some of this,"" Nicholas says. ""Yes, they made a very, very big ask, I think, understanding that they would step back from that to some extent."" For more expert insight and the latest market action, click here to watch this full episode of Yahoo Finance Live.",2023-09-21 19:00:34.005495
259,Tech companies try to take AI image generators mainstream with better protections against misuse,Business,AP Finance,"Artificial intelligence tools that can conjure whimsical artwork or realistic-looking images from written commands started wowing the public last year.  A year ago, it was a relatively small group of early adopters and hobbyists playing with cutting-edge image generators such as Stable Diffusion, Midjourney and OpenAI's DALL-E.  “The previous ones were an interesting curiosity,” but businesses were wary, said David Truog, an analyst at market research group Forrester.",2023-09-21 19:04:49.421281
260,UPDATE 1-Thailand's new PM meets Tesla chief Musk in New York,Business,Reuters,"Thailand's new Prime Minister Srettha Thavisin said on Thursday he met with Tesla chief Elon Musk in New York, where they discussed the electric vehicle industry.  Thailand, Asia's fourth-largest automobile assembly hub, has been offering incentives to EV and battery makers, and tax cuts to local EV buyers, to remain a regional auto centre.  Srettha, who is in New York to attend the United Nations General Assembly, said he spoke with Musk about EV manufacturer Tesla and his rocket and satellite company SpaceX, including its internet venture Starlink.",2023-09-21 19:04:50.216302
261,Mortgage rates top 7% for the sixth straight week — but could go higher,Business,Yahoo Finance,The 30-year average mortgage rate rose to 7.19% this week from 7.18% the week before.,2023-09-21 19:06:57.676981
262,"McCarthy gives in to right flank on spending cuts, but they still deliver a defeat as shutdown looms",Politics,AP Finance,"House Speaker Kevin McCarthy emerged with a spending cut plan to prevent a federal government shutdown by appeasing his hard-right flank, only to see it quickly collapse Thursday in a crushing defeat.  McCarthy's strategy of repeatedly giving in to the hard-right conservatives is seemingly only emboldening them as a handful of GOP lawmakers, urged on by Donald Trump, the party's early front-runner for the 2024 presidential nomination, run roughshod over their own House majority.",2023-09-21 19:11:30.599897
263,"The average long-term US mortgage rate edged up to 7.19% this week, slightly below its 2023 high",Business,AP Finance,"The average long-term U.S. mortgage rate edged up again this week, another setback for would-be homebuyers navigating an increasingly less affordable housing market.  The average rate on the benchmark 30-year home loan rose to 7.19% from 7.18% last week, mortgage buyer Freddie Mac said Thursday.  A year ago, it averaged 5.44%, Freddie Mac said.",2023-09-21 19:15:41.171602
264,UPDATE 1-'Let's Get It On' songwriter's estate ends Ed Sheeran copyright fight,Business,Reuters,"The heirs of a musician who co-wrote Marvin Gaye's ""Let's Get It On"" have agreed to drop their appeal of a U.S. jury verdict clearing British pop star Ed Sheeran of allegations his song ""Thinking Out Loud"" illegally copied Gaye's classic.  A court filing on Wednesday said that songwriter Ed Townsend's estate would withdraw the appeal with prejudice, which means it cannot be refiled.  Sheeran's lawyer Ilene Farkas on Thursday said the estate ""recognized that an appeal would end up with the verdict being affirmed but also with them being exposed to legal fees and costs, and wisely withdrew.""",2023-09-21 19:20:19.630720
265,Cisco taps new M&A firm Tidal for $28 billion Splunk deal,Business,Reuters,"A new mergers and acquisitions advisory firm launched last year by former Centerview Partners dealmakers has scored a big win by advising Cisco Systems Inc on its $28 billion acquisition of cybersecurity firm Splunk Inc.  Based in Palo Alto, California, Tidal was started by technology bankers David Handler and David Neequaye.  ""We've known David (Handler) and his partner David (Neequaye) for a very long time, they did a great job for us, and so we've had that relationship for a long time,"" Cisco CEO Chuck Robbins said in an interview on Thursday.",2023-09-21 19:24:26.330966
266,How one company is using 3D printing to build cars,Business,Yahoo Finance Video,"Automobile company Czinger is using artificial intelligence to help make its vehicles. The Czinger 21C vehicle uses 3D printing for parts of the car, as well as additive manufacturing to create metal parts. Yahoo Finance Autos Reporter Pras Subramanian discusses how Czinger is manufacturing the vehicles with the company's Founder and CEO Kevin Czinger and COO Lukas Czinger. For more expert insight and the latest market action, click here to watch this full episode of Yahoo Finance Live.",2023-09-21 19:24:27.134993
267,Stocks open lower as Wall Street braces for 'higher for longer': Stock market news today,Business,Yahoo Finance,US stocks were poised to continue their retreat on Thursday as investors worried over the Fed's hawkish stance.,2023-09-21 19:35:23.996503
268,Fed is battling inflation 'scar tissue': Strategist,Business,Yahoo Finance Video,"Americans are still battling with the higher pries caused by inflation. The Federal Reserve's job is to help curb that inflation, but these levels haven't been seen in quite some time. Truist Chief Market Strategist Keith Lerner joins Yahoo Finance to discuss how the central bank still has work to do to accomplish its mission Lerner explains that the Fed has been forced to shift their strategy, saying ""this is the first time they've [the Federal Reserve] had to deal with inflation for over 20 years, they're going to be much more gradual in shift in their position, we saw that reflected in the statement from yesterday."" For more expert insight and the latest market action, click here to watch this full episode of Yahoo Finance Live.",2023-09-21 19:35:24.910618
269,Stocks extend slide as Wall Street braces for 'higher for longer' interest rates: Stock market news today,Business,Yahoo Finance,US stocks were poised to continue their retreat on Thursday as investors worried over the Fed's hawkish stance.,2023-09-21 19:36:05.382232
270,LimeWire is back and focusing on AI,Business,Yahoo Finance Video,"LimeWire has ventured into the AI photo-generation landscape following the acquistion of BlueWillow. Known for being a popular music and file sharing in the early 2000s, LimeWire is now tailoring it's platform for content creators. According to LimeWire COO Marcus Feistl, ""we've seen that there are a lot of very cool technologies out there, which are solving a lot of problems but without the interface to make it really mainstream."" Feistl says that the company will benefit from integrating BlueWillow's creator community and AI interface with LimeWire's AI Studio.  Yahoo Finance's Rachelle Akuffo interviews LimeWire COO Marcus Feistl exploring the company's comeback strategy and the benefits they anticipate from the BlueWillow acquisition. For more expert insight and the latest market action, click here to watch this full episode of Yahoo Finance Live.",2023-09-21 19:44:09.622488
271,"Russia's leverage on grain to decline, senior U.S. official says",World,Reuters,"Russia's leverage over Ukraine's export of grain via the Black Sea will likely erode in weeks to come as more ships are able to leave Ukrainian ports and rising costs could prompt Moscow to reconsider its abandonment of the grain deal, a senior U.S. State Department official said.  James O'Brien, head of the State Department Office of Sanctions Coordination, said leaders at the U.N. General Assembly this week discussed efforts to revive the deal, which Russia abandoned in July.  Western countries have accused Russia of using food as a weapon of war by quitting the Black Sea deal, which had helped bring down global food prices, and then carrying out repeated air strikes on Ukrainian ports and grain stores.",2023-09-21 19:44:10.496962
272,Eight big banks must face US cities' bond collusion claims,Business,Reuters,"A U.S. federal judge on Thursday said American cities may pursue class-action claims accusing eight large banks of driving up interest rates they paid on a popular municipal bond.  U.S. District Judge Jesse Furman in Manhattan rejected efforts by Bank of America, Barclays, Citigroup , Goldman Sachs, JPMorgan Chase, Morgan Stanley, Royal Bank of Canada and Wells Fargo to require cities to pursue claims individually, likely reducing potential recoveries.",2023-09-21 19:48:40.054019
273,"What a Fed rate hike, future cuts could mean for the housing market",Business,Yahoo Finance Video,"Homebuyers struggle to juggle elevated mortgage rates and overall housing availability amid the backdrop of the Fed's rate pause decision. Yahoo Finance Housing Reporter Dani Romero details the Fed's monetary policy role in providing relief to the U.S. housing market. For more expert insight and the latest market action, click here to watch this full episode of Yahoo Finance Live.",2023-09-21 19:48:40.789849
274,Google reportedly looking to drop chip-provider Broadcom by 2027,Business,Yahoo Finance Video,"According to a report by Reuters, Google (GOOG, GOOGL) may drop Broadcom (AVGO) as their supplier of AI chips by 2027. The report details that Google could design the chips — called tensor processing units — in-house, potentially saving the company billions. Shares of Broadcom dipped in the morning trading session on the news. For more expert insight and the latest market action, click here to watch this full episode of Yahoo Finance Live.",2023-09-21 19:55:02.169372
275,"Planned debt buybacks not meant for periods of market stress, US Treasury official says",Business,Reuters,"The U.S. Treasury's planned buyback of its outstanding securities next year is aimed at improving liquidity in the bond market, but it is unlikely to ease periods of extreme financial stress, a senior official said on Thursday.  In prepared remarks for the International Swaps and Derivatives Association conference in New York, Assistant Secretary for Financial Markets Josh Frost noted the importance of maintaining flexibility in providing liquidity support to certain sectors of the Treasury market.  But Frost said he wanted to make it clear ""at the outset that these buybacks are not intended to ameliorate periods of acute market stress.""",2023-09-21 19:57:26.057567
276,"Microsoft announces unified AI assistant, new Surface devices",Business,Reuters,"Microsoft on Thursday announced a ""unified"" artificial intelligence (AI) for its Windows 11 platform and four new Surface devices, upping the appeal of its products spruced with the latest technology.  The new AI tool, called Copilot, will work across the company's web and productivity applications Bing, Edge browser, and Microsoft 365 software suite.  The updated AI software will roll out with the latest changes to Windows 11 on Sept. 26.",2023-09-21 20:03:55.243081
277,EU lawmaker Benifei urges the bloc's countries to compromise on AI rules,World,Reuters,"European Union lawmaker Brando Benifei, who is leading negotiations on artificial intelligence rules, on Thursday urged EU countries to compromise in key areas in order to reach agreement with the bloc's executive by the end of the year.  Benifei's call comes ahead of two more rounds of talks next month to thrash out draft rules proposed by the European Commission two years ago, which aim to set a global standard for a technology with a role in almost every industry and business.  The thorniest issues are biometric surveillance and copyrighted material used by ChatGPT and other generative AI.",2023-09-21 20:06:06.506336
278,Elon Musk's brain implant startup Neuralink set to begin human trials,Business,Yahoo Finance Video,"Neuralink — the brain implant startup founded by Elon Musk — is moving forward with plans to commence human trials after receiving approval from the Food and Drug Administration (FDA) in May. The company is actively recruiting participants, specifically seeking individuals with caregivers and those who have quadriplegia or spinal cord injuries. Yahoo Finance's Anjalee Khemlani breaks down the qualifications and terms of eligibility for participating in the testing trials. For more expert insight and the latest market action, click here to watch this full episode of Yahoo Finance Live.",2023-09-21 20:06:07.425758
279,Biden says Norfolk Southern must be held accountable for Ohio derailment but won't declare disaster,U.S.,AP Finance,"President Joe Biden ordered federal agencies to continue holding Norfolk Southern accountable for its February derailment in eastern Ohio and appoint a FEMA official to oversee East Palestine's recovery, but he still stopped short of declaring a disaster.  Biden issued the executive order Wednesday evening.  Part of the order essentially directed the environmental, health and transportation officials to continue doing what they are doing to make sure Norfolk Southern fulfills its responsibilities and report on the progress.",2023-09-21 20:08:10.873006
280,Fed hawkishness prompts HSBC to raise 10-year Treasury yield target,Business,Reuters,"The Federal Reserve's expectations that the U.S. economy will continue to expand and necessitate additional interest rate hikes to combat inflation prompted HSBC to raise its year-end forecast for 10-year U.S. Treasury yields to 3.5% from 3%, strategists at the bank wrote in a note on Thursday.  ""At a time when the Fed remains hawkish with the support of recent GDP data, there is pressure for short-dated bond yields to remain elevated, and this affects the whole curve,"" wrote the firm's analysts, led by Steven Major, the global head of fixed income.  The firm expects 10-year Treasury yields to end 2024 at 3%.",2023-09-21 20:27:59.113177
281,Trump says he always had autoworkers' backs. Union leaders say his first-term record shows otherwise,Politics,AP Finance,"When former President Donald Trump visits Detroit next week, he’ll be looking to blunt criticisms from a United Auto Workers union leadership that has said a second term for him would be a “disaster"" for workers.  Trump will bypass the second Republican presidential debate on Sept. 27 to instead visit striking autoworkers in Michigan, where he has looked to position himself as an ally of blue-collar workers by promising to raise wages and protect jobs if elected to a second term.  Union leaders have said his first term was far from worker-friendly, citing unfavorable rulings from the nation’s top labor board and the U.S. Supreme Court, as well as unfulfilled promises of automotive jobs.",2023-09-21 20:29:59.499072
282,TIMELINE-Rupert Murdoch's 70-year career from Australia to global media mogul,Business,Reuters,"Rupert Murdoch has stepped down as the chairman of Fox and News Corp, ending a seven-decade career that began from his father's Australian newspaper business and culminated in one of the most influential media empires.  With deals for companies like Dow Jones, Sky and 21st Century Fox, Murdoch built a media behemoth that controlled large swaths of news, publishing and film industries.  Here's a timeline of key milestones through Murdoch's career:  YEAR  EVENT  1952  Murdoch inherits his father's Australian newspaper  ""The News"" at the age of 21.",2023-09-21 20:30:00.257845
283,Sanofi CEO Paul Hudson: All in on AI,Business,Yahoo Finance,Sanofi is all in on AI and thinks it could help alleviate patent timeline pressures from the Inflation Reduction Act.,2023-09-21 20:38:25.291091
284,UPDATE 1-Union Pacific says freight traffic hit by migrant crisis on U.S.-Mexico border,World,Reuters,"Movement of thousands of tons of customer freight by Union Pacific has been halted as a growing migrant crisis led U.S. border authorities to temporarily close train traffic to Mexico via Eagle Pass gateway in Texas, the railroad said.  The pass is one of the busiest gateways between the U.S. and Mexico and was shut as media outlets reported migrants from Mexico riding on rail wagons to cross into the small Texan city.  The influx of migrants has prompted Eagle Pass Mayor Rolando Salinas to issue emergency declaration, citing ""severe undocumented immigrant surge"".",2023-09-21 20:40:38.217879
285,"IDB, Banco do Brasil plan $250 million credit line for Amazon rainforest",Business,Reuters,"The Inter-American Development Bank and Brazilian state-run lender Banco do Brasil said on Thursday they had signed a letter of intent to create a $250 million credit line to fund sustainable development in the country's Amazon rainforest.  The figure will be allocated to finance companies and rural producers from the rainforest's bioeconomy, the banks said in a joint statement, adding that the resources will come from IDB and the Green Climate Fund.  The partnership also intends to fund renewable energy projects and improve access for urban, rural and forest areas in the Amazon, prioritizing isolated locations.",2023-09-21 20:40:38.928683
286,DuckDuckGo founder says Google's phone and manufacturing partnerships thwart competition,Business,AP Finance,"Appearing in the biggest antitrust trial in a quarter century, DuckDuckGo founder Gabriel Weinberg testified Thursday that it was hard for his small search engine company to compete with Google because the powerhouse has deals with phone companies and equipment manufacturers to make its product the default search option on so many devices.  The U.S. Department of Justice argues that Google has smothered competition by paying companies such as Apple and Verizon to lock in its search engine as the default choice — the first one users see — on many laptops and smartphones.",2023-09-21 20:49:25.305504
287,"Darden beats Q1 expectations, cautious on consumer spending",Business,Yahoo Finance Video,"While Darden Restaurants Inc. (DRI) has expanded with many new restaurants and beat first-quarter earnings expectations, should the Olive Garden parent company be concerned about their investment? Food inflation and rising wages continue to squeeze the consumer, however, the Q1 reports show an increase in year-over-year spending at some of their restaurants. To break down the earnings report, BTIG Managing Director and Restaurant Analyst Peter Saleh joins Yahoo Finance to discuss the risks involved with Darden's game plan and how the consumer is reacting to inflationary pressures. Saleh explains the risk behind expanding during inflation, stating that while it's ""a little concerning,' Darden is seeing a beneficial trade-down from higher-income consumers spending more at some of the operator's flagship restaurants. For more expert insight and the latest market action, click here to watch this full episode of Yahoo Finance Live.",2023-09-21 20:49:26.157250
288,UPDATE 1-Coty moves ahead with Paris stock listing plans - Bloomberg News,Business,Reuters,"CoverGirl cosmetics parent Coty is moving forward with its plan to list on the Paris Stock Exchange which could take place as soon as the coming weeks, Bloomberg News reported on Thursday, citing people with knowledge of the matter.  The company has brought on BNP Paribas SA and Citigroup to work on the deal and is considering raising fresh capital from the listing, the report said.  Coty is aiming to formally announce details of the plans as soon as the next few days and a listing could follow shortly afterward, according to the report.",2023-09-21 20:51:33.522261
289,DuckDuckGo says market share constrained by rival Google's huge wallet,Business,Reuters,"The CEO of internet search engine company DuckDuckGo testified on Thursday that his company struggled to grow its market share because Google was paying key companies billions of dollars to keep its search engine as the default on computers or mobile devices.  THE TAKE: DuckDuckGo CEO Gabriel Weinberg, who was testifying at a trial in Washington to determine if Alphabet's Google broke US antitrust law, was meant to support the U.S. government's argument that Google's big pockets were used to illegally hold back its smaller rivals.",2023-09-21 20:51:34.378551
290,Everything Selloff Snowballs While Traders Adjust to Fed’s Reality,Business,Bloomberg,"(Bloomberg) -- Investors dealing with a Federal Reserve-induced hangover are suffering as all asset classes deliver losses that aren’t expected to diminish any time soon.Most Read from BloombergIndia Suspends Visas, Canada Pulls Diplomats Amid TensionsEx-Goldman Bankers Make a Fortune With Controversial Bet on Coal‘Dead Space’ Co-Creator Departs Startup After Newest Game FlopsCisco to Buy Splunk for $28 Billion in Giant AI-Powered Data BetIt’s Going to Be More Expensive to Visit IcelandFive majo",2023-09-21 21:17:55.708760
291,Ares CEO Arougheti Sees Private Credit Doubling in 5 Years,Business,Bloomberg,"(Bloomberg) -- Ares Management boss Mike Arougheti sees the $1.5 trillion private credit market doubling to $3 trillion within five years, with a great deal of that coming from banks’ balance sheets.Most Read from BloombergIndia Suspends Visas, Canada Pulls Diplomats Amid TensionsEx-Goldman Bankers Make a Fortune With Controversial Bet on Coal‘Dead Space’ Co-Creator Departs Startup After Newest Game FlopsCisco to Buy Splunk for $28 Billion in Giant AI-Powered Data BetIt’s Going to Be More Expens",2023-09-21 21:20:19.495217
292,NYC Wants to Know How $4 Billion Is Being Spent on Migrants,U.S.,Bloomberg,"(Bloomberg) -- New York Mayor Eric Adams has long warned of a $12 billion fiscal apocalypse as the city bears the cost of caring for thousands of asylum seekers. Most Read from BloombergIndia Suspends Visas, Canada Pulls Diplomats Amid TensionsEx-Goldman Bankers Make a Fortune With Controversial Bet on Coal‘Dead Space’ Co-Creator Departs Startup After Newest Game FlopsCisco to Buy Splunk for $28 Billion in Giant AI-Powered Data BetIt’s Going to Be More Expensive to Visit IcelandWhere that money",2023-09-21 21:33:46.488496
293,Minnesota's would-be head of cannabis regulation quits amid reports she sold illegal products,U.S.,AP Finance,"The recently appointed director of Minnesota’s new marijuana regulatory agency Erin Dupree has resigned amid reports that she sold illegal cannabis products in the state.  Dupree ran a business that sold products exceeding state limits on THC potency, owed money to former associates and accumulated tens of thousands of dollars in tax liens, Minnesota Public Radio reported.  Loonacy Cannabis Co. — the business Dupree founded in Apple Valley, Minnesota, last year — posted on its now-deactivated TikTok account about its edible products containing 10 milligrams of THC per serving and 150 milligrams per package, although state law only allows hemp-derived edibles to contain up to 5 milligrams of THC per serving and 50 milligrams per package, the Star Tribune reported.",2023-09-24 02:42:38.180553
